imo,vessel_name,tanker_size,buildyear,crude_total,months_uninsured,products_total,start_date,end_date,earliest_sanction_date,ownership_changes_after_2022,ownership_jurisdictions_after_2022,shipmanager_changes_after_2022,shipmanager_jurisdictions_after_2022,ism_manager_changes_after_2022,ism_manager_jurisdictions_after_2022,detentions,detentions_after_2022,deficiencies,deficiencies_after_2022,names_after_2022,name_changes_after_2022,flags_after_2022,flag_changes_after_2022,ais_gaps,ais_gap_total_hours,ais_gaps_after_2022,ais_gap_total_hours_after_2022,RUS_port_visits_after_2022,RUS_port_visits_before_2022,TUR_port_visits_after_2022,TUR_port_visits_before_2022,IND_port_visits_after_2022,IND_port_visits_before_2022,loitering_events_before_2022,loitering_events_after_2022,sts_events
9412347,Leonid Loza,Suezmax,2011,6.32,7,0.0,2023-03-01,2024-06-30,2024-09-11,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,13,3,,0,Gabon,1,1,18,0,0,14,10,9,3,9,1,126,106,6
9421960,Scf Primorye,Suezmax,2009,4.5200000000000005,5,0.0,2023-03-01,2024-04-30,2024-10-12,2,"Liberia, Russia",4,"United Arab Emirates, Russia, United Arab Emirates, Russia",6,"United Arab Emirates, Russia, United Arab Emirates, Russia, Russia, Unknown",0,0,16,1,PRIMORYE,1,Russia,1,1,1032,1,1032,14,8,5,16,5,5,96,105,11
8727941,Kapitan Pshenitsyn,Handysize,1987,,5,0.1,2023-05-01,2024-05-31,,1,Russia,2,"Russia, Russia",2,"Russia, Russia",0,0,3,0,,0,,0,0,0,0,0,128,153,25,0,0,0,1,4,0
8727953,Kapitan Permjakov,Handysize,1987,,5,0.30000000000000004,2023-01-01,2023-10-31,,1,Russia,1,Russia,5,"Russia, Unknown, Russia, Unknown, Russia",2,0,10,0,,0,,0,0,0,0,0,176,262,6,0,0,0,1,53,0
8727965,Kapitan Schemilkin,Handysize,1989,,12,0.0,2023-01-01,2024-02-29,,1,Russia,2,"Russia, Russia",2,"Russia, Russia",0,0,8,2,,0,,0,0,0,0,0,89,118,57,3,0,0,1,11,0
8867179,Mekhanik Voronkov,Handysize,1971,,2,0.0,2023-05-01,2024-02-29,,1,Russia,1,Russia,3,"Russia, Unknown, Russia",0,0,10,0,,0,,0,0,0,0,0,58,226,0,0,0,0,0,0,0
8906951,Zaliv Nakhodka,Handysize,1990,,6,0.4,2023-02-01,2024-06-30,,1,Russia,1,Russia,1,Russia,0,0,27,0,,0,,0,2,65,0,0,227,203,0,0,0,0,79,127,0
8914855,Argo,Handysize,1990,,1,0.0,2023-04-01,2023-04-30,,1,Russia,2,"Russia, Russia",3,"Russia, Unknown, Russia",0,0,32,0,,0,,0,0,0,0,0,82,98,0,0,0,0,8,5,0
9004310,Oris,Handysize,1992,,6,0.1,2023-05-01,2023-10-31,,2,"Cyprus, Marshall Islands",2,"Cyprus, Marshall Islands",1,Russia,1,1,61,10,ORIS,1,Togo,1,2,27,1,13,30,44,0,0,0,0,427,307,0
9016870,Amollit,Handysize,1995,,1,0.0,2024-04-01,2024-04-30,,1,Russia,1,Russia,1,Russia,0,0,45,0,,0,,0,0,0,0,0,121,67,0,3,0,0,0,60,0
9017666,Riwa,Handysize,1992,,1,0.0,2023-04-01,2023-04-30,,1,Cyprus,1,Russia,1,Russia,0,0,59,5,RIWA,1,"Palau (Republic of), Togo, Not Known",3,1,14,1,14,33,51,0,0,0,0,361,256,0
9035541,Marshal Tukhachevskiy,Handysize,1997,,3,0.0,2024-01-01,2024-04-30,,2,"Russia, Russia",2,"Russia, Russia",3,"Russia, Unknown, Russia",0,0,24,1,MILLEROVO,1,,0,0,0,0,0,63,179,26,0,0,0,0,4,0
9040077,Callisto,Seawaymax,1992,,3,0.1,2023-02-01,2023-06-30,,1,Russia,1,Russia,1,Russia,1,0,12,0,,0,,0,0,0,0,0,119,63,0,0,0,0,55,46,0
9046576,Yaroslav Mydryy,Seawaymax,1993,,7,0.7,2023-02-01,2024-02-29,,1,Russia,1,Russia,1,Russia,0,0,27,1,,0,,0,0,0,0,0,50,82,0,0,0,0,45,31,0
9056571,Immanuel,Handysize,1995,,1,0.1,2023-11-01,2023-11-30,,1,Singapore,1,Russia,1,Russia,1,0,27,2,,0,,0,0,0,0,0,0,15,0,0,0,0,61,0,0
9063732,Kapitan Sosenkov,Handysize,1998,,3,0.0,2023-09-01,2023-12-31,,1,Russia,1,Russia,1,Russia,0,0,43,4,,0,,0,0,0,0,0,65,89,0,0,0,0,2,7,0
9104782,Kazan City,Handysize,1996,,1,0.0,2024-02-01,2024-02-29,,1,Russia,2,"Russia, Russia",2,"Russia, Russia",0,0,10,1,,0,,0,0,0,0,0,50,196,4,4,0,0,0,2,2
9105140,Taimyr,Seawaymax,1996,,13,1.0,2023-01-01,2024-05-31,,2,"Unknown, Russia",3,"Germany, Unknown, Russia",3,"Russia, Unknown, Russia",1,0,46,0,,0,Russia,1,1,13,0,0,64,216,0,0,0,0,1,8,0
9114751,Samson,Handysize,1996,,1,0.0,2024-04-01,2024-04-30,,1,Russia,1,Russia,1,Russia,0,0,34,0,,0,,0,1,14,1,14,86,71,0,0,0,0,124,219,0
9131357,Orion,Suezmax,1997,0.71,1,1.9,2023-02-01,2024-05-31,,2,"Marshall Islands, Seychelles",2,"Marshall Islands, Seychelles",2,"Unknown, Sri Lanka",0,0,20,1,,0,,0,2,823,2,823,10,0,6,0,0,0,171,48,12
9133587,Pablo,Aframax,1997,,1,0.6,2024-04-01,2024-04-30,,0,,2,"India, United Arab Emirates",2,"United Arab Emirates, Unknown",0,0,28,1,"Mockingbird, PABLO",2,"Tanzania, Not Known, Gabon",3,0,0,0,0,4,0,1,0,0,1,100,26,20
9137648,Caruzo,Suezmax,1998,0.61,1,0.8,2024-03-01,2024-06-30,,2,"India, Seychelles",2,"India, Seychelles",2,"India, Moldova",0,0,31,2,CARUZO,1,"Palau (Republic of), Cook islands",2,3,170,1,138,8,0,11,0,0,38,34,54,3
9163752,Aram Khachaturian,Seawaymax,1999,,5,0.6,2023-04-01,2024-03-31,,1,Russia,3,"Canada, China, Russia",2,"Unknown, Russia",1,1,13,1,ARAM KHACHATURIAN,1,"Panama, Russia",2,0,0,0,0,90,0,0,0,0,0,5,29,0
9166314,Astoria,Seawaymax,1999,,1,0.1,2024-06-01,2024-06-30,,1,Russia,1,Russia,1,Russia,0,0,25,0,,0,,0,2,29,1,15,80,138,0,0,0,0,3,9,0
9168946,Zevs,Suezmax,1999,2.81,4,0.0,2023-04-01,2024-05-31,,2,"Singapore, Seychelles",2,"Norway, Seychelles",2,"Norway, Kazakhstan",0,0,24,2,,0,,0,9,186,0,0,10,0,5,0,0,0,219,101,47
9171175,Cilicia,Seawaymax,2000,,13,2.1,2023-01-01,2024-06-30,,2,"Russia, Russia",2,"Russia, Russia",3,"Russia, Unknown, Russia",0,0,24,2,CILICIA,1,Russia,1,2,25,0,0,62,66,0,0,0,0,50,43,0
9171357,Divine Power,Seawaymax,2000,,1,0.3,2023-05-01,2023-05-31,,2,"Greece, Marshall Islands",1,Marshall Islands,6,"Unknown, India, United Arab Emirates, Unknown, United Arab Emirates, Unknown",2,1,56,6,"Dp 7, DIVINE POWER",2,"Palau (Republic of), Not Known",2,1,15,0,0,1,5,0,10,0,0,51,59,12
9171735,Hamsi,Handysize,1998,,1,0.1,2023-10-01,2023-10-31,,3,"Cyprus, Liberia, Turkey",2,"Russia, Turkey",2,"Russia, Turkey",0,0,45,6,HAMSI,1,Liberia,1,1,15,0,0,12,114,43,0,1,0,185,27,2
9175078,Zambra,Suezmax,1999,,2,1.3,2024-05-01,2024-06-30,,1,China,2,"Greece, China",2,"Unknown, China",1,1,40,3,,0,,0,2,179,1,15,3,0,3,0,0,6,24,61,8
9183271,Iona,Suezmax,2000,1.46,2,0.0,2023-01-01,2023-05-31,,3,"Netherlands, Seychelles, Singapore",3,"Brazil, Seychelles, Singapore",3,"Brazil, Georgia, Unknown",0,0,2,1,"Iona, ION",2,St.Kitts and Nevis,1,10,231,2,29,6,0,0,0,1,0,274,144,0
9183295,Neon,Aframax,1999,1.42,2,0.6,2023-05-01,2024-02-29,,2,"Greece, Seychelles",2,"Greece, Seychelles",2,"Unknown, Moldova",0,0,32,0,NEON,1,"Palau (Republic of), Cook islands",2,4,677,0,0,23,2,3,4,3,6,64,95,7
9183831,Np Dudinka,Seawaymax,2000,,1,0.2,2024-06-01,2024-06-30,,1,Russia,1,Russia,1,Russia,1,0,32,0,,0,,0,0,0,0,0,55,20,0,2,0,0,52,82,0
9185528,Limo,Suezmax,2000,3.94,6,0.0,2023-03-01,2024-04-30,,2,"Unknown, Seychelles",2,"Unknown, Seychelles",1,Unknown,0,0,33,0,LIMO,1,,0,0,0,0,0,12,0,4,0,2,0,40,55,10
9186625,Loura B,Seawaymax,1999,,1,0.3,2023-05-01,2023-05-31,,2,"Liberia, Lebanon",2,"United Arab Emirates, Lebanon",2,"Unknown, Lebanon",1,0,50,2,LOURA B,1,Barbados,1,2,56,0,0,0,0,3,0,0,0,21,19,0
9187227,Omega,Suezmax,2000,2.08,3,0.0,2023-01-01,2024-03-31,,2,"Marshall Islands, Seychelles",2,"Marshall Islands, Seychelles",3,"Greece, Seychelles, Azerbaijan",0,0,42,4,"Omega, MERU",2,Sierra leone,1,2,217,2,217,7,1,3,8,0,11,29,64,3
9189146,Memphis,Suezmax,2001,0.76,1,0.8,2024-03-01,2024-06-30,,2,"Italy, Marshall Islands",2,"Italy, Marshall Islands",2,"China, Unknown",1,1,33,2,MEMPHIS,1,"Panama, Comoros",2,2,32,0,0,2,0,4,4,3,0,29,64,0
9194012,Anabar,Seawaymax,2002,0.14,1,0.0,2024-02-01,2024-02-29,,1,Russia,1,Russia,1,Russia,0,0,21,0,,0,,0,0,0,0,0,74,88,0,0,0,0,66,50,0
9194983,Deliver,Suezmax,2000,1.0,1,0.0,2024-04-01,2024-04-30,,1,China,2,"China, China",2,"Unknown, China",0,0,29,1,,0,Not Known,1,4,3630,2,3587,5,0,2,1,2,28,66,74,4
9194995,Ocean Peri,Suezmax,2000,2.2,3,0.0,2023-02-01,2023-11-30,,3,"Norway, Singapore, Marshall Islands",3,"Norway, Singapore, Marshall Islands",3,"Norway, India, India",0,0,33,1,,0,,0,11,2925,2,358,10,0,10,0,2,5,19,64,22
9198290,Md Miranda,Seawaymax,1999,,9,2.1,2023-07-01,2024-06-30,,2,"India, Marshall Islands",2,"India, Marshall Islands",6,"India, Unknown, Turkey, Unknown, Turkey, Turkey",2,1,47,5,MD MIRANDA,1,Tanzania,1,2,37,0,0,13,0,57,0,113,212,13,18,6
9198783,Boray,Panamax,2000,,2,0.6,2023-10-01,2023-11-30,,1,Russia,1,Russia,2,"Russia, Russia",0,0,25,0,,0,Russia,1,0,0,0,0,28,2,3,2,0,0,0,22,0
9199713,Eliak,Aframax,1999,,1,0.5,2023-12-01,2023-12-31,,2,"Marshall Islands, India",3,"Turkey, Spain, India",3,"Greece, Spain, India",1,1,36,1,ELIAK,1,"Djibouti, Palau (Republic of)",2,4,10493,1,8682,3,19,2,26,0,0,75,16,0
9205067,Raven,Suezmax,2001,0.71,1,0.7,2024-04-01,2024-06-30,,2,"Liberia, Seychelles",2,"Greece, Seychelles",2,"Unknown, Moldova",0,0,38,3,,0,"Palau (Republic of), Cook islands",2,6,2625,3,58,3,0,0,6,2,0,47,109,0
9206671,Elbrus,Aframax,2001,0.72,1,1.2999999999999998,2023-01-01,2023-05-31,,2,"Cayman Islands, Marshall Islands",2,"Norway, Georgia",1,Norway,0,0,21,1,"Elbrus, RANGLER",2,Cameroon,1,4,106,0,0,10,0,2,0,0,0,141,32,18
9207027,Vernal,Suezmax,2000,3.24,4,0.0,2023-03-01,2024-05-31,,2,"Liberia, Seychelles",2,"Greece, Seychelles",2,"Unknown, Kazakhstan",0,0,20,2,VERNAL,1,,0,4,105,1,19,9,2,0,3,2,4,39,53,8
9208069,Stellar Beverly,Suezmax,2000,1.01,1,0.8,2024-04-01,2024-06-30,,2,"India, China",2,"China, China",2,"Unknown, China",0,0,35,7,STELLAR BEVERLY,1,,0,10,13132,8,13020,2,0,4,0,1,29,50,48,12
9208124,Sky Rider,Seawaymax,2000,,5,1.5,2023-01-01,2024-05-31,,2,"Germany, United Arab Emirates",2,"Greece, United Arab Emirates",2,"Greece, United Arab Emirates",3,3,48,8,SKY RIDER,1,Palau (Republic of),1,1,87,1,87,15,2,25,11,5,29,54,30,4
9209972,Temiro,Seawaymax,2000,,8,2.1,2023-04-01,2024-06-30,,2,"India, Seychelles",2,"United Arab Emirates, Seychelles",3,"United Arab Emirates, Moldova, Azerbaijan",0,0,36,5,TEMIRO,1,Palau (Republic of),1,2,203,1,190,18,0,40,0,2,72,22,58,4
9211896,Caspian Sprinter,Handysize,1999,,5,0.1,2023-03-01,2024-03-31,,2,"Russia, Russia",2,"Turkey, Russia",3,"Russia, Unknown, Russia",0,0,12,0,,0,,0,0,0,0,0,83,303,3,0,0,0,0,3,0
9211999,Sanar7,Aframax,2000,,2,1.0,2023-11-01,2024-04-30,,1,Russia,1,Russia,3,"Russia, Russia, Russia",0,0,21,0,,0,Russia,1,0,0,0,0,10,4,2,0,0,0,0,1,0
9212008,Sanar8,Aframax,2000,,4,2.0,2023-11-01,2024-02-29,,1,Russia,2,"Russia, Russia",3,"Russia, Unknown, Russia",0,0,21,0,,0,Russia,1,0,0,0,0,18,7,4,0,0,0,4,6,0
9213296,Bright Sonia,Aframax,2001,,1,0.6,2024-04-01,2024-04-30,,1,India,1,India,2,"India, India",3,3,49,7,,0,Not Known,1,1,123,0,0,4,1,0,0,0,2,70,104,20
9213313,Albedo,Aframax,2001,0.75,1,0.7,2023-08-01,2024-03-31,,2,"Marshall Islands, India",4,"USA, Cyprus, China, India",4,"United Kingdom, Unknown, China, India",2,2,53,7,"Oloro, Olmeca, Alita I, ALBEDO",4,"Palau (Republic of), Guinea-Bissau, Not Known, Panama, Gabon",5,6,194,6,194,1,8,0,12,1,2,105,67,3
9215098,Myri Joy,Seawaymax,2000,,2,0.5,2024-02-01,2024-03-31,,1,China,2,"China, China",2,"China, China",0,0,50,6,,0,,0,0,0,0,0,2,0,0,0,14,4,52,35,14
9217319,Ivan Poddubny,Handysize,2001,,2,0.2,2023-10-01,2024-03-31,,1,Russia,1,Russia,1,Russia,0,0,20,0,,0,,0,0,0,0,0,209,198,4,3,0,0,0,6,0
9217321,Nikolay Shalavin,Handysize,2001,,4,0.1,2023-03-01,2024-02-29,,1,Russia,1,Russia,1,Russia,0,0,8,0,,0,"Russia, Sierra leone, Dominica",3,0,0,0,0,264,207,0,0,0,0,5,5,0
9218181,Tomie,Panamax,2000,,2,0.8,2023-10-01,2023-11-30,,3,"China, Lebanon, Lebanon",2,"China, Lebanon",2,"China, Lebanon",0,0,25,5,ATLANTIS MZ,1,,0,1,87,0,0,3,0,2,0,0,0,84,55,18
9220938,Marbel,Seawaymax,2001,,8,2.5,2023-01-01,2024-06-30,,2,"Marshall Islands, United Arab Emirates",3,"United Arab Emirates, United Arab Emirates, United Arab Emirates",4,"United Arab Emirates, Unknown, United Arab Emirates, United Arab Emirates",1,1,32,6,MARBEL,1,Cook islands,1,0,0,0,0,32,3,36,8,0,1,30,35,14
9222560,Cheetah Ii,Seawaymax,2000,,3,0.6000000000000001,2024-02-01,2024-04-30,,1,United Arab Emirates,3,"Turkey, Turkey, United Arab Emirates",3,"Turkey, Turkey, United Arab Emirates",3,2,47,9,,0,,0,0,0,0,0,24,2,55,6,0,0,20,22,0
9224283,Kapal Cantik,Suezmax,2002,3.8200000000000003,4,0.5,2023-02-01,2024-05-31,,3,"Norway, Marshall Islands, Marshall Islands",3,"Norway, India, Marshall Islands",5,"Norway, India, Unknown, India, India",1,1,25,6,"Sol Pride, KAPAL CANTIK",2,"St.Kitts and Nevis, Cook islands, Togo, Cook islands",4,6,521,0,0,8,0,6,0,14,21,33,141,4
9224441,Firn,Suezmax,2002,3.41,4,0.0,2023-09-01,2024-03-31,,2,"Marshall Islands, India",3,"Turkey, India, India",2,"Turkey, Unknown",0,0,24,2,FIRN,1,Panama,1,3,658,0,0,20,2,16,7,10,3,86,110,66
9224465,Neve,Suezmax,2002,3.2,4,0.0,2023-09-01,2024-05-31,,2,"Marshall Islands, India",3,"Marshall Islands, India, India",3,"Turkey, Turkey, Unknown",0,0,22,4,NEVE,1,Panama,1,0,0,0,0,15,2,16,0,6,7,93,40,12
9227443,Innova,Suezmax,2002,2.49,3,0.0,2023-12-01,2024-05-31,,2,"Vietnam, Seychelles",2,"Vietnam, Seychelles",2,"Vietnam, Azerbaijan",0,0,40,2,ARLAN,1,Sierra leone,1,11,3992,4,863,5,2,2,2,3,5,128,65,34
9228332,Caspian Stream,Handysize,2000,,6,0.30000000000000004,2023-04-01,2023-12-31,,1,Russia,2,"Russia, Russia",2,"Russia, Russia",1,0,13,0,,0,,0,0,0,0,0,162,269,9,0,0,0,0,3,0
9229374,Odune,Suezmax,2002,4.74,6,1.8,2023-01-01,2024-06-30,,2,"Liberia, Seychelles",2,"Brazil, Seychelles",3,"Unknown, Unknown, Kazakhstan",1,0,22,1,"Simba, ODUNE",2,,0,2,122,1,23,16,17,11,3,1,0,39,53,24
9230971,Skadi,Aframax,2001,0.72,1,0.4,2023-08-01,2024-01-31,,1,Marshall Islands,1,Marshall Islands,2,"Singapore, China",0,0,31,1,,0,,0,1,289,1,289,19,0,0,0,1,1,98,139,22
9231212,Mermar,Aframax,2002,11.36,11,0.0,2023-05-01,2024-06-30,,2,"China, China",2,"China, China",2,"Unknown, China",1,0,44,6,,0,,0,2,32,0,0,21,0,0,0,1,5,45,75,14
9231468,Giuse,Aframax,2002,,1,0.6,2023-08-01,2023-08-31,,2,"Liberia, China",2,"Greece, China",3,"Greece, Unknown, United Arab Emirates",0,0,36,3,GIUSE,1,Palau (Republic of),1,4,92,3,52,1,2,17,20,0,0,37,81,12
9231509,Spm Strength,Suezmax,2002,1.04,1,0.0,2024-03-01,2024-03-31,,3,"Liberia, Singapore, Marshall Islands",4,"United Arab Emirates, Russia, United Arab Emirates, Marshall Islands",5,"United Arab Emirates, Russia, Unknown, Singapore, China",0,0,27,0,"Ra 2, Spm Strength, Mm Strength, TREND",4,"Gabon, Liberia, Belize",3,6,794,0,0,3,4,0,3,2,1,74,65,10
9231767,Camelia,Suezmax,2002,1.08,1,0.0,2024-04-01,2024-04-30,,3,"Malta, Ireland, Turkey",4,"Turkey, Turkey, Ireland, Turkey",2,"Unknown, Turkey",0,0,29,1,"Lara I, Camelia, MISSION",3,"Liberia, Antigua and Barbuda",2,7,2667,1,2486,2,2,0,6,1,17,81,95,8
9232888,Ksena,Aframax,2003,1.42,2,1.1,2023-09-01,2024-05-31,,2,"Liberia, Moldova",2,"Greece, Moldova",2,"Greece, Moldova",0,0,40,5,KSENA,1,"Palau (Republic of), Cook islands",2,3,303,0,0,24,2,18,13,3,1,117,21,0
9232929,Maisha,Suezmax,2002,2.14,2,0.0,2024-03-01,2024-05-31,,3,"Cyprus, Liberia, Antigua & Barbuda",2,"Greece, Antigua & Barbuda",2,"Greece, Unknown",0,0,43,2,MAISHA,1,"Liberia, Antigua and Barbuda",2,1,12,0,0,3,0,9,0,8,0,114,22,10
9232931,Narcissus,Suezmax,2003,1.46,2,0.0,2024-03-01,2024-06-30,,2,"Marshall Islands, China",2,"Greece, China",2,"Greece, China",0,0,33,3,NARCISSUS,1,Panama,1,0,0,0,0,13,0,3,0,5,0,8,64,22
9233349,Vesna,Aframax,2000,7.8,9,0.7,2023-02-01,2024-05-31,,2,"China, China",1,China,1,China,0,0,23,7,,0,"Not Known, Belize",2,1,337,0,0,25,0,0,0,1,0,50,166,20
9233741,Hali,Suezmax,2003,4.75,6,1.0,2023-01-01,2024-05-31,,3,"Vietnam, Vietnam, Seychelles",3,"Vietnam, Vietnam, Seychelles",2,"Unknown, Azerbaijan",0,0,33,2,"Hali, OLIVIA",2,Sierra leone,1,18,2243,2,1436,9,2,4,4,7,4,64,66,18
9233765,Aulis,Suezmax,2003,1.74,2,0.0,2024-03-01,2024-04-30,,2,"Norway, Marshall Islands",2,"Norway, Marshall Islands",2,"Norway, China",0,0,32,2,AULIS,1,Panama,1,1,16,1,16,2,0,0,2,3,2,47,52,0
9234501,Sealion I,Seawaymax,2002,,3,0.8,2024-02-01,2024-06-30,,2,"Seychelles, United Arab Emirates",3,"Turkey, Turkey, United Arab Emirates",3,"Turkey, Turkey, United Arab Emirates",1,1,22,7,,0,,0,1,13,0,0,23,0,75,2,0,2,45,55,20
9234642,Orbit I,Suezmax,2003,1.79,2,0.8,2023-09-01,2024-01-31,,3,"Malta, United Arab Emirates, Turkey",3,"Switzerland, United Arab Emirates, Turkey",3,"Unknown, United Arab Emirates, Turkey",0,0,26,1,"Orbit I, KOALA",2,"Liberia, Palau (Republic of), Liberia",3,6,1393,2,1341,6,3,14,6,1,0,45,94,6
9235684,Caspian Leader,Handysize,2000,,4,0.1,2023-05-01,2024-01-31,,2,"Russia, Russia",2,"Turkey, Russia",2,"Russia, Russia",0,0,14,2,,0,,0,0,0,0,0,143,262,41,0,0,0,9,2,0
9235713,Amber 6,Aframax,2003,15.64,14,0.2,2023-01-01,2024-06-30,,2,"Greece, China",2,"Greece, China",2,"Greece, China",0,0,39,5,AMBER 6,1,Panama,1,4,467,1,311,37,5,1,2,0,0,61,169,4
9235725,Fuga Bluemarine,Aframax,2003,5.14,7,0.0,2023-01-01,2024-04-30,,1,Marshall Islands,1,Marshall Islands,2,"Cyprus, Unknown",0,0,33,0,,0,,0,1,30,0,0,23,2,0,2,6,0,70,37,4
9236004,Katiuska,Suezmax,2002,3.0,3,0.0,2024-02-01,2024-06-30,,1,China,1,China,2,"Greece, China",0,0,30,2,,0,,0,6,199,0,0,8,0,4,0,4,0,107,102,6
9236016,VISION,Suezmax,2003,0.81,1,1.0,2024-03-01,2024-06-30,,3,"Belgium, Cyprus, Turkey",2,"Greece, Turkey",2,"Greece, Turkey",0,0,27,2,"Rosa, Cros, VISION",3,"Liberia, Antigua and Barbuda",2,2,34,0,0,8,0,12,1,6,3,53,54,1
9236353,Blue,Suezmax,2003,1.08,1,0.7,2024-02-01,2024-05-31,,2,"Marshall Islands, Turkey",2,"Turkey, Turkey",2,"Turkey, Turkey",1,1,34,5,"Julia A, BLUE",2,"Liberia, Antigua and Barbuda",2,6,1258,1,103,6,0,9,0,2,2,45,25,0
9236640,Onyx,Seawaymax,2003,,2,0.5,2024-04-01,2024-06-30,,2,"Marshall Islands, India",2,"Greece, India",4,"Greece, India, India, India",1,0,44,4,"Own Ii, ONYX",2,"Liberia, Gabon",2,1,20,0,0,25,32,57,45,0,0,33,79,6
9236743,Primorye,Seawaymax,2001,,9,2.1,2023-04-01,2024-05-31,,1,Russia,1,Russia,1,Russia,0,0,35,1,,0,,0,0,0,0,0,30,45,27,18,0,0,97,74,8
9236755,Liana,Seawaymax,2002,,4,1.3,2023-05-01,2023-08-31,,3,"Marshall Islands, Marshall Islands, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",4,"Greece, United Arab Emirates, Unknown, United Arab Emirates",2,1,44,5,"Linnet, LIANA",2,Palau (Republic of),1,0,0,0,0,24,16,24,27,32,0,65,65,2
9237228,Rhea,Aframax,2002,0.71,1,0.7,2024-01-01,2024-04-30,,2,"Panama, Marshall Islands",3,"South Korea, Panama, Marshall Islands",2,"China, China",0,0,49,3,LUKA,1,Comoros,1,3,658,3,658,8,0,2,0,1,1,77,67,19
9237412,Hontao,Aframax,2004,2.0999999999999996,3,0.0,2023-09-01,2024-01-31,,4,"India, China, China, China",3,"India, China, China",3,"India, Unknown, China",1,0,24,3,"Hontao, SEASKY",2,"Panama, Gabon",2,2,137,0,0,4,1,1,4,4,9,100,83,2
9239642,Levias,Seawaymax,2003,,4,1.0999999999999999,2023-03-01,2023-12-31,,3,"Vietnam, Vietnam, Turkey",3,"Vietnam, Vietnam, Turkey",3,"Vietnam, Vietnam, Turkey",0,0,31,7,"Levias, AK ANA",2,Antigua and Barbuda,1,1,20,1,20,11,0,19,0,0,0,10,35,4
9240407,Roana,Aframax,2003,,1,0.6,2024-03-01,2024-03-31,,3,"Kuwait, Panama, India",3,"Kuwait, India, India",3,"Kuwait, India, India",1,1,18,2,"Roana, ADELINE I",2,,0,1,627,0,0,3,0,8,0,1,0,31,32,2
9240885,East 1,Seawaymax,2002,,10,2.8,2023-03-01,2024-06-30,,1,China,1,China,1,China,2,1,54,13,,0,,0,2,81,0,0,12,0,27,0,4,2,49,62,12
9242118,Shanaye Queen,Aframax,2003,0.77,1,0.0,2023-04-01,2023-04-30,,1,India,1,Malaysia,1,Malaysia,1,1,27,5,,0,,0,10,362,0,0,1,0,0,0,2,3,75,86,28
9242120,Nyantara,Aframax,2003,0.77,1,0.0,2024-02-01,2024-02-29,,1,India,3,"India, India, India",3,"India, India, China",1,1,53,10,NYANTARA,1,Panama,1,0,0,0,0,1,0,0,0,0,3,32,81,28
9242223,Shun Tai,Aframax,2003,6.290000000000001,8,0.0,2023-01-01,2024-05-31,,2,"Singapore, Liberia",2,"Singapore, Liberia",2,"Singapore, China",0,0,45,3,SHUN TAI,1,Liberia,1,0,0,0,0,31,0,1,0,8,0,5,94,0
9246475,Sure,Seawaymax,2003,,4,1.3,2023-11-01,2024-05-31,,4,"United Kingdom, Marshall Islands, Turkey, United Arab Emirates",5,"Switzerland, Turkey, Turkey, Turkey, United Arab Emirates",7,"United Kingdom, Unknown, Singapore, Unknown, India, Turkey, United Arab Emirates",0,0,41,3,"Beks Fire, Sure, VARSHA",3,Panama,1,2,71,0,0,8,0,27,0,0,0,7,48,0
9247065,Doris,Seawaymax,2003,,1,0.2,2024-02-01,2024-02-29,,1,China,1,China,2,"China, China",0,0,52,8,,0,,0,1,52,0,0,3,0,0,0,2,1,25,33,18
9247431,Wilma Ii,Suezmax,2004,1.79,2,0.0,2023-12-01,2024-05-31,,1,India,2,"India, India",3,"Unknown, Unknown, India",1,0,37,2,"Remy, WILMA II",2,Panama,1,4,655,0,0,3,0,0,0,2,0,17,62,42
9247778,Iris,Seawaymax,2002,,1,0.3,2023-01-01,2023-01-31,,1,Marshall Islands,3,"United Arab Emirates, United Arab Emirates, Marshall Islands",3,"Unknown, China, China",0,0,28,2,,0,,0,5,121,1,35,10,0,10,0,2,21,64,43,6
9247780,Turaco,Aframax,2003,2.84,3,0.0,2024-03-01,2024-05-31,,2,"Liberia, China",4,"Singapore, China, China, China",5,"Singapore, China, Unknown, China, China",0,0,39,7,"Datura, TURACO",2,Panama,1,0,0,0,0,10,0,0,0,2,0,1,81,6
9247792,LALIQUE,Aframax,2003,2.76,4,0.0,2024-01-01,2024-06-30,,3,"Liberia, Liberia, China",2,"Liberia, China",4,"Singapore, China, Unknown, China",0,0,32,4,"Damia, Gabrielle, LALIQUE",3,Panama,1,1,701,0,0,10,0,1,0,11,0,28,64,10
9247883,Elza,Aframax,2002,2.72,4,0.0,2023-10-01,2024-04-30,,2,"British Virgin Islands, Moldova",2,"China, Moldova",3,"China, Unknown, Moldova",0,0,16,0,ELZA,1,"Palau (Republic of), Cook islands",2,0,0,0,0,12,0,6,0,5,0,507,189,8
9248796,Sprit,Seawaymax,2003,,15,5.1,2023-02-01,2024-06-30,,2,"Liberia, Turkey",3,"Greece, Turkey, Turkey",3,"Greece, China, Turkey",1,0,43,7,"Beks World, SPRIT",2,"Marshall Islands, Guinea-Bissau",2,0,0,0,0,41,15,80,25,0,0,46,151,12
